id,st_title,st_abstract,st_year
s40799,characterization and localization of plasmodium falciparum surface antigens on infected erythrocytes from west african patients.,"characterization and localization of plasmodium falciparum surface antigens on infected erythrocytes from west african patients.. The malaria-induced surface antigens on Plasmodium falciparum-infected erythrocytes from West African patients were characterized by agglutination of infected cells by human sera, surface immunofluorescence of live infected cells, inhibition of cytoadherence to C32 melanoma cells by human sera, immunoelectron microscopy (immunoEM), and immunoprecipitation. In a nonimmune individual, serum antibody reactivity to surface antigens of infected cells was acquired during convalescence, as tested by all five methods, and was generally parasite isolate-specific. By contrast, adult hyperimmune West African sera reacted with many isolates, including isolates from geographically distinct regions. A quantitative correlation was established between agglutination and surface immunofluorescence assay titers, and between surface immunofluorescence assay and immunoEM reactivity, suggesting that a single antigen or a set of coexpressed antigens is being detected. Surface iodination of infected cells identified trypsin-sensitive high M, antigens in the sodium dodecyl sulfate extract. All sera tested that agglutinated infected cells also immunoprecipitated these antigens. The same surface antigens were immunoprecipitated by the homologous convalescent serum as by adult sera. By immunoEM these antigens were localized exclusively at the knob-like protrusions of infected cells, where they may participate in adherence to vascular endothelium.",1991
s41118,cloning of the amino terminal nucleotides of the antigen i/ii of streptococcus sobrinus and the immune responses to the corresponding synthetic peptides.,"cloning of the amino terminal nucleotides of the antigen i/ii of streptococcus sobrinus and the immune responses to the corresponding synthetic peptides.. A portion of the antigen I/II (spaA, B, P1) gene of Streptococcus sobrinus 6715, containing the coding sequence for the amino terminal 684 amino acids of the protein, was cloned in bacteriophage lambda GT10. Selection was by immunological detection using a polyclonal antiserum to the antigen I/II from Strep. mutans. From the amino acid sequence, peptides were synthesized, 15 amino acids in length, that covered the entire sequence. In total, 260 synthetic peptides were synthesized and evaluated for their immunogenicity in Balb/C mice. Thirty-nine peptides were immunogenic, without carrier, and the antisera generated were tested for their ability to bind cells of Strep. mutans and Strep. sobrinus in a solid-phase assay. Antisera corresponding to peptides from five regions on the I/II molecule bound cells of both bacterial species. These peptides were then evaluated for their ability to stimulate in vitro murine lymphocyte proliferation, after in vivo immunization with Strep. sobrinus cells. Two of the peptides were capable of stimulating proliferation, as determined by incorporation of [3H]-thymidine into murine lymph node cells. The sequences of these 5 peptides were then compared to sequences found in the antigen I/II from Strep. mutans (Kelly et al., 1989). As expected, there was considerable homology between the cross-reactive peptides synthesized and the analogous region from Strep. mutans. This homology was not usually contiguous and suggests that the antibodies bind a face of antigen I/II that is in an alpha-helical conformation.(ABSTRACT TRUNCATED AT 250 WORDS)",1990
s41144,generation of a cytotoxic t-lymphocyte response using a salmonella antigen-delivery system.,"generation of a cytotoxic t-lymphocyte response using a salmonella antigen-delivery system.. We have constructed a general-use vector for the cloning and stable expression of foreign genes in the chromosome of attenuated Salmonella typhimurium. Using this chromosomal expression vector (CEV), we expressed the circumsporozoite (CS) gene of the mouse malaria Plasmodium yoelii in an aroA S. typhimurium strain. Mice immunized with CS-expressing Salmonella recombinants mount a CS-specific cytotoxic T-lymphocyte (CTL) response. This is the first demonstration that attenuated Salmonella can elicit a specific CTL response to a foreign protein in mice. The ability to easily and stably express foreign genes from the Salmonella chromosome and the generation of specific CTL greatly expands the potential of Salmonella as an antigen-delivery system.",1990
s41279,construction and evaluation of live attenuated vaccine strains of shigella flexneri and shigella dysenteriae 1.,"construction and evaluation of live attenuated vaccine strains of shigella flexneri and shigella dysenteriae 1.. Shigellosis is an invasive disease of the human colon which is particularly prevalent among children of the developing world. No proper vaccine is available to protect against this enteric disease. It is currently accepted that only live strains with attenuated virulence administered orally may elicit protective immunity at the level of the colonic mucosa, which is the exclusive site of multiplication of causative microorganisms such as Shigella flexneri and Shigella dysenteriae 1. We have constructed such vaccine candidates based on the destruction of virulence genes responsible for selected steps of the infection process. In S. flexneri, a combination of two mutations impairing cell-to-cell spread (icsA) and aerobactin production and transport (iuc, iut) which support growth within tissues provide a well tolerated and protective vaccine prototype against shigellosis in macaque monkeys. In S. dysenteriae 1, similar mutations are currently being introduced, in addition to one which eliminates the catalytic activity of Shiga toxin. These mutants and others will be tested soon in human phase I trials.",1990
s41282,recombinant bcg as a candidate oral vaccine vector.,"recombinant bcg as a candidate oral vaccine vector.. Bacille Calmette-Guerin (BCG), currently the most widely used vaccine in the world, was originally administered for many years as an oral vaccine. The low frequency of serious complications, inexpensive production, and adjuvanticity make BCG an ideal candidate for a recombinant vaccine vehicle. Although mycobacteria are slow growing and not yet well characterized genetically, we have recently developed technology for the genetic manipulation of BCG and other mycobacteria. Phage and plasmid systems based on a shuttle strategy to manipulate DNA in Escherichia coli and transfer it to mycobacteria have been developed. We have established that the aminoglycoside phosphotransferase gene can be used as an effective selectable marker in the mycobacteria and that a foreign antigen from Mycobacterium leprae can be expressed in BCG. Furthermore, a thorough analysis of mycobacterial expression sequences has been undertaken to optimize the expression of foreign antigens in BCG. We constructed an expression probe shuttle plasmid with beta-galactosidase as reporter gene, and have used it successfully to identify multiple mycobacteriophage DNA sequences with varying levels of constitutive or regulable promoter activity. Further genetic advances required for development of recombinant BCG into an effective recombinant vaccine vehicle, including possibilities for oral administration, are adumbrated.",1990
s41284,vaccines against enterotoxigenic bacterial pathogens based on hybrid salmonella that express heterologous antigens.,"vaccines against enterotoxigenic bacterial pathogens based on hybrid salmonella that express heterologous antigens.. In this report, we examine two aspects in the development of a vaccine against enterotoxigenic bacterial pathogens based on hybrid Salmonella that express heterologous antigens. First, we describe the construction of a non-toxic fusion peptide for immunization against Escherichia coli that produce heat-labile (LT) and heat-stable (ST) enterotoxins. For that construction, the 5' terminus of the gene coding for ST was fused to the 3' terminus of the gene coding for the binding subunit of LT(LT-B). The ST gene was constructed synthetically with appropriate restriction sites to permit in-frame, downstream insertion. Maximum expression of ST antigenicity was obtained when a seven-amino-acid proline-containing linker was included between the LT-B and ST moieties. The purified LT-B/ST fusion peptide consisted of a single polypeptide chain with an apparent molecular weight of 18,000. The LT-B/ST fusion peptide was non-toxic and immunologic determinants of both LT and ST were recognized by antibodies directed against the native toxins. Animals immunized with either crude or purified preparations containing the hybrid molecule produced antibodies that were able to recognize native toxin in vitro. Significantly, these antibodies were able to neutralize the biological activity of native ST. The second aspect reported here examines a mechanism for stabilizing expression of heterologous antigens in attenuated Salmonella mutants by integration of the heterologous gene (LT-B) into the chromosome of the carrier. A comparative in vitro study of the levels of expression of LT-B between the cointegrate strain and an isogenic strain carrying the LT-B gene on a multicopy plasmid demonstrated that the initial levels of expression of both strains is similar, that the plasmid-carrying strain loses the ability to express the heterologous antigen very quickly and that the cointegrate continues to maintain and express the antigen without the requirement for a stabilizing antibiotic.",1990
s41471,immunization against anthrax with aromatic compound-dependent (aro-) mutants of bacillus anthracis and with recombinant strains of bacillus subtilis that produce anthrax protective antigen.,"immunization against anthrax with aromatic compound-dependent (aro-) mutants of bacillus anthracis and with recombinant strains of bacillus subtilis that produce anthrax protective antigen.. The safety and efficacy of five prototype, live anthrax vaccines were studied in Hartley guinea pigs and CBA/J and A/J mice. Two of the strains, Bacillus anthracis FD111 and FD112, are Aro- mutants derived by Tn916 mutagenesis of B. anthracis UM23-1. Bacillus subtilis PA1 and PA2 contain a recombinant plasmid, pPA101 or pPA102, respectively, that carries the gene from B. anthracis encoding synthesis of protective antigen (PA). The final strain, B. subtilis PA7, was isolated in this study from B. subtilis DB104 transformed with pPA101. All five strains were less virulent in guinea pigs and A/J and CBA/J mice than the toxinogenic, nonencapsulated B. anthracis veterinary vaccine Sterne strain. A/J and CBA/J inbred mice represent strains that are innately susceptible and resistant, respectively, to the Sterne strain. These differences in susceptibility are due to differences in ability to produce complement component 5. In guinea pigs, immunization with PA1 or PA2 vegetative cells or PA7 spores protected greater than or equal to 95% from an intramuscular spore challenge with the virulent, """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""vaccine-resistant"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" B. anthracis Ames strain. Strain PA2 vegetative cells and strain PA7 spores were as effective as the Sterne strain in Sterne-resistant CBA/J mice, protecting 70% of the mice from Ames strain spore challenge. Immunization with FD111 or FD112 vegetative cells fully protected guinea pigs from challenge. Immunization with FD111 cells protected up to 100% of CBA/J mice and up to 70% of A/J mice.",1990
s41472,expression of the bacillus anthracis protective antigen gene by baculovirus and vaccinia virus recombinants.,"expression of the bacillus anthracis protective antigen gene by baculovirus and vaccinia virus recombinants.. The gene encoding Bacillus anthracis protective antigen (PA) was modified by site-directed mutagenesis, subcloned into baculovirus and vaccinia virus plasmid transfer vectors (pAcYM1 and pSC-11, respectively), and inserted via homologous recombinations into baculovirus Autographa californica nuclear polyhedrosis virus or vaccinia virus (strains WR and Connaught). Expression of PA was detected in both systems by immunofluorescence assays with antisera from rabbits immunized with B. anthracis PA. Western blot (immunoblot) analysis showed that the expressed product of both systems was slightly larger (86 kilodaltons) than B. anthracis-produced PA (83.5 kilodaltons). Analysis of trypsin digests of virus-expressed and authentic PA suggested that the size difference was due to the presence of a signal sequence remaining with the virus-expressed protein. Immunization of mice with either recombinant baculovirus-infected Spodoptera frugiperda cells or with vaccinia virus recombinants elicited a high-titer, anti-PA antibody response.",1990
s41608,"cloning of the genes for t84.66, an antibody that has a high specificity and affinity for carcinoembryonic antigen, and expression of chimeric human/mouse t84.66 genes in myeloma and chinese hamster ovary cells.","cloning of the genes for t84.66, an antibody that has a high specificity and affinity for carcinoembryonic antigen, and expression of chimeric human/mouse t84.66 genes in myeloma and chinese hamster ovary cells.. Carcinoembryonic antigen (CEA) is one of the best characterized tumor-associated antigens and is extensively used in the in vitro immunodiagnosis of human colon adenocarcinomas. Among a number of anti-CEA monoclonal antibodies, the murine monoclonal antibody T84.66 shows the highest specificity and affinity for CEA and has been used successfully for in vivo tumor imaging in mice and humans. We report here the cloning and sequencing of the genes coding for monoclonal antibody T84.66 and the amino acid sequence of the variable regions for the heavy and light chains. We also report the construction of mouse/human chimeric IgG1 antibody genes using T84.66 variable region genes and human constant region genes. The resulting chimeric gene constructs were transfected into murine myeloma cells (Sp2/0) by electroporation and into Chinese hamster ovary cells by lipofection. The chimeric antibodies obtained exhibited the same specificity and affinity for CEA as that of the T84.66 immunoglobulin produced by the murine hybridoma cell line. Antibody concentrations in culture medium supernatants were clonally variable but similar (15-480 ng/ml) for both Sp2/0 and Chinese hamster ovary transfectants; the average production by Chinese hamster ovary transfectants was only 3-5-fold less than Sp2/0 transfectants. Ascites production of Sp2/0 transfectants is sufficiently high (900 micrograms/ml) for initial in vivo studies with humanized T84.66.",1990
s41879,"a transcribed gene, containing a variable number of tandem repeats, codes for a human epithelial tumor antigen. cdna cloning, expression of the transfected gene and over-expression in breast cancer tissue.","a transcribed gene, containing a variable number of tandem repeats, codes for a human epithelial tumor antigen. cdna cloning, expression of the transfected gene and over-expression in breast cancer tissue.. A monoclonal antibody, H23, that specifically recognizes a breast-tumor-associated antigen, was used to isolate a cDNA insert that codes for the antigenic epitope. Nucleotide sequencing of this cDNA, as well as a longer 850-bp cDNA insert, shows that they are composed of 60-bp (G + C)-rich tandem repeating units. The coding strand was determined and codes for a proline-rich 20-amino-acid repeat motif. A comparison of the highly conserved repeat unit with the deduced flanking amino acid sequences demonstrates conservation of specific subregions of the repeat consensus within the flanking amino acids. Hybridization of the 60-bp cDNA probe with RNAs extracted from a variety of primary and metastatic human tumors yields relatively high levels of hybrid with the breast carcinomas, as compared to lower hybrid levels with RNAs from other epithelial tumors. RNA extracted from breast tissue adjacent to the tumor or from benign breast tumors, demonstrates low or undetectable levels of hybridization. Probing Southern blots with the 60-bp repeat shows that the tumor antigen is highly polymorphic and contains a variable number of tandem repeats (VNTRs). The VNTR nature of the gene was confirmed by probing Southern blots with unique genomic sequences that are physically linked to an isolated gene fragment that also contains the tandem repeat array. Mouse cells transfected with this gene fragment produce tumor antigen that is readily detected by H23 monoclonal antibodies. The allelic forms seen in 10 different primary human tumors demonstrate 100% concordance with the various mRNA species expressed. These studies are extended to the protein forms detected by immunoblot analyses that show both a correlation of the expressed tumor antigen species with the allelic forms as well as significantly increased expression in breast cancer tissue. The above studies unequivocally establish the over-expression of a VNTR gene coding for an epithelial tumor antigen in human breast cancer tissue.",1990
s42032,antibody-penicillin-v-amidase conjugates kill antigen-positive tumor cells when combined with doxorubicin phenoxyacetamide.,"antibody-penicillin-v-amidase conjugates kill antigen-positive tumor cells when combined with doxorubicin phenoxyacetamide.. The two monoclonal antibodies (mAb), L6 (anti-carcinoma), and 1F5 [anti-(B-cell-lymphoma)], were chemically linked to the enzyme penicillin-V amidase (PVA), which hydrolyzes phenoxyacetamides, to explore the potential of using mAb-enzyme conjugates for the localization of chemotherapeutic drugs at tumor cells. The phenoxyacetamide derivatives of doxorubicin and melphalan were prepared, yielding the less toxic amides, doxorubicin-N-p-hydroxyphenoxyacetamide (DPO) and melphalan-N-p-hydroxyphenoxyacetamide (MelPO). These were hydrolyzed by PVA to doxorubicin and melphalan respectively. In vitro studies with the L6-positive lung carcinoma cell line, H2981, and the 1F5-positive B-cell lymphoma line, Daudi, showed that DPO was 80-fold less toxic to H2981 cells and 20-fold less toxic to Daudi cells than doxorubicin, and its toxicity was substantially increased when the H2981 cells were pretreated with L6-PVA or the Daudi cells were pretreated with 1F5-PVA. The cytotoxic effect was antigen-specific, since only the binding mAb-enzyme conjugate increased the cytotoxicity of the prodrug. MelPO was more than 1000-fold less toxic than melphalan to H2981 cells and more than 100-fold less toxic than melphalan to Daudi cells. Pretreatment with the mAb-PVA conjugates did not enhance the toxicity of MelPO in either cell line, because PVA hydrolyzes the phenoxyacetamide bond of MelPO too slowly to generate a toxic level of melphalan.",1990
s42092,"a protective protein antigen of rickettsia rickettsii has tandemly repeated, near-identical sequences.","a protective protein antigen of rickettsia rickettsii has tandemly repeated, near-identical sequences.. The nucleotide sequence of a Rickettsia rickettsii gene that encodes a high-molecular-mass surface antigen (190 kilodaltons), which elicits protective immunity, was determined. The 6,747-nucleotide gene coded for a 2,249-amino-acid protein with a calculated molecular weight of 224,321. A 3.8-kilobase PstI fragment proximal to the 5' end of the gene was found to consist of 13 highly related tandem repeats which constituted over 40% of the coding region. The repeated sequences could be divided into either a 225-nucleotide, 75-amino-acid unit (type I) or a 216-nucleotide, 72-amino-acid unit (type II), with extensive homology between the two types of repeating units. The deduced amino acid sequence for these repeat units, overall, was slightly hydrophobic with short hydrophilic domains. The carboxy-terminal (nonrepetitive) portion of the deduced protein sequence was hydrophilic, with potential surface-exposed epitopes. The full-length reading frame was reconstructed in Escherichia coli, and transient expression of the 190-kilodalton antigen was demonstrated; however, the protein appeared to be severely degraded by proteases and was apparently toxic to E. coli. The conservation of this unique repetitive gene structure, coupled with results from previous reports showing the protective properties of the 190-kilodalton antigen, suggests that this protein plays an important role in the pathogenesis of and immunity to Rocky Mountain spotted fever.",1990
s42093,cloning and characterization of t-cell-reactive protein antigens from listeria monocytogenes.,"cloning and characterization of t-cell-reactive protein antigens from listeria monocytogenes.. To explore the molecular basis of the T-cell-mediated immune response to Listeria monocytogenes, we cloned and expressed listerial antigens in Escherichia coli using the lambda-ZAP bacteriophage and Bluescript plasmid vectors. A two-stage screening strategy was implemented to identify T-cell-reactive antigens; the first stage involved antibodies or oligonucleotide probes and the second stage was based on assays for T-cell activation. A library of genomic DNA from L. monocytogenes was generated in lambda-ZAP, and then antigens, were detected in infected cells with a polyclonal rabbit anti-L. monocytogenes antiserum and an L. monocytogenes-specific monoclonal antibody. Also, synthetic oligonucleotide probes corresponding to the structural gene for listeriolysin O (LLO) were used to screen the recombinant DNA library. In each case, positive isolates were evaluated for T-cell antigenicity by measuring antigen-induced interleukin-2 production by polyclonal T cells taken from L. monocytogenes-immune mice. Phage clones were subcloned and expressed in the Bluescript plasmid and tested further for antigenic activity and LLO expression. Using this screening strategy, we successfully identified bacterial clones producing recombinant listerial antigens which activate L. monocytogenes-immune T cells in vitro. Antigens operative in the T-cell response during infection with L. monocytogenes include LLO, 62- and 39-kilodalton proteins, and other poorly defined bacterial surface components. We also found that high concentrations of recombinant LLO inhibited macrophage-mediated antigen presentation. These results are discussed in terms of the multiple functions of LLO as a virulence factor, inhibitor of antigen presentation, and potent antigen in the T-cell response to L. monocytogenes. These studies represent the first step toward a genetic definition of the antigens recognized in immune defense to L. monocytogenes.",1990
s42094,oral immunization with recombinant streptococcus lactis carrying the streptococcus mutans surface protein antigen gene.,"oral immunization with recombinant streptococcus lactis carrying the streptococcus mutans surface protein antigen gene.. A recombinant Streptococcus lactis strain which carries the structural gene for a surface protein antigen (PAc) of 190,000 daltons from Streptococcus mutans serotype c was constructed for development of an oral vaccine against dental caries. The gene from S. mutans MT8148 joined to shuttle vector pSA3 was successfully transformed into S. lactis IL1403. A small amount of PAc was detected in the cell homogenate and cytoplasmic fraction of the recombinant S. lactis, but not in the culture supernatant of the recombinant, by Western immunoblotting and dot immunoblotting. The level of PAc-specific mRNA in the recombinant strain was lower than that in S. mutans MT8148. However, significant salivary immunoglobulin A and serum immunoglobulin G responses to PAc were induced in mice immunized orally with the recombinant S. lactis.",1990
s42134,expression cloning of a cdna encoding m1/69-j11d heat-stable antigens.,"expression cloning of a cdna encoding m1/69-j11d heat-stable antigens.. The differentiation Ag identified by the mAb M1/69 and J11d (commonly referred to as heat-stable Ag) are found in structurally heterogeneous forms on the surfaces of many types of murine hemopoietic cells. The extinction of expression of these antigens is associated with thymocyte maturation and Ig class switching in B cells, as well as terminal differentiation of macrophages. A cDNA encoding the M1/69-J11d peptide was cloned from a hemopoietic progenitor cell line by immunoselection of COS cells transfected with expression libraries. The cloned cDNA is a copy of a gene that is transcribed in M1/69-J11d+ lymphoid, myeloid, and erythroid cells. This gene could be responsible for the expression of all forms of the M1/69-J11d Ag, although there are homologous genes that may encode some forms of the Ag that are specifically expressed in bone marrow. The cloned cDNA encodes a surprisingly small peptide, predicted to contain only 30 amino acids after removal of a signal sequence and displacement of the C-terminal region by the glycosyl-phosphatidylinositol group that anchors the peptide to the cell surface. Almost all of the mass of the M1/69-J11d Ag accumulates through extensive N- and O-linked glycosylation at multiple sites in the short peptide. These carbohydrates are likely to execute the functions of M1/69-J11d Ag, which could be specialized to each cell type as a consequence of differential glycosylation.",1990
s42163,"molecular cloning, sequence, and expression of a human gdp-l-fucose:beta-d-galactoside 2-alpha-l-fucosyltransferase cdna that can form the h blood group antigen.","molecular cloning, sequence, and expression of a human gdp-l-fucose:beta-d-galactoside 2-alpha-l-fucosyltransferase cdna that can form the h blood group antigen.. We have previously used a gene-transfer scheme to isolate a human genomic DNA fragment that determines expression of a GDP-L-fucose:beta-D-galactoside 2-alpha-L-fucosyltransferase [alpha(1,2)FT; EC 2.4.1.69]. Although this fragment determined expression of an alpha(1,2)FT whose kinetic properties mirror those of the human H blood group alpha(1,2)FT, their precise nature remained undefined. We describe here the molecular cloning, sequence, and expression of a human cDNA corresponding to these human genomic sequences. When expressed in COS-1 cells, this cDNA directs expression of cell surface H structures and a cognate alpha(1,2)FT activity with properties analogous to the human H blood group alpha(1,2)FT. The cDNA sequence predicts a 365-amino acid polypeptide characteristic of a type II transmembrane glycoprotein with a domain structure analogous to that of other glycosyltransferases but without significant primary sequence similarity to these or other known proteins. To directly demonstrate that the cDNA encodes an alpha(1,2)FT, the COOH-terminal domain predicted to be Golgi-resident was expressed in COS-1 cells as a catalytically active, secreted, and soluble protein A fusion peptide. Southern blot analysis showed that this cDNA identifies DNA sequences syntenic to the human H locus on chromosome 19. These results strongly suggest that this cloned alpha(1,2)FT cDNA represents the product of the human H blood group locus.",1990
s42223,mutations of immunoglobulin transmembrane and cytoplasmic domains: effects on intracellular signaling and antigen presentation.,"mutations of immunoglobulin transmembrane and cytoplasmic domains: effects on intracellular signaling and antigen presentation.. The membrane-bound form of immunoglobulin serves as an antigen-specific receptor for B cells mediating signal transduction and antigen presentation. We have developed an assay that reconstitutes both these physiologic responses with respect to the antigen phosphorylcholine. By introducing specific mutations in the human Ig mu chain gene, we have shown that certain transmembrane residues and the short cytoplasmic domain are crucial for these two activities. Moreover, elimination of a single transmembrane hydroxyl group severely inhibits antigen presentation without affecting signal transduction, suggesting that these two functions are mediated by different protein interactions.",1990
s42380,single cell assay of a transcription factor reveals a threshold in transcription activated by signals emanating from the t-cell antigen receptor.,"single cell assay of a transcription factor reveals a threshold in transcription activated by signals emanating from the t-cell antigen receptor.. Stimulation of T lymphocytes through their antigen receptor leads to the appearance of several transcription factors, including NF-AT and NF-kappa B, which are involved in regulating genes required for immunologic activation. To investigate the activity of a single transcription factor in individual viable cells, we have applied an assay that uses the fluorescence-activated cell sorter to quantitate beta-galactosidase (beta-gal). We have analyzed the distribution of NF-AT transcriptional activity among T cells undergoing activation by using a construct in which three tandem copies of the NF-AT-binding site directs transcription of the lacZ gene. Unexpectedly, stimulation of cloned stably transfected Jurkat T cells leads to a bimodal pattern of beta-gal expression in which some cells express no beta-gal and others express high levels. This expression pattern cannot be accounted for by cell-cycle position or heritable variation. Further results, in which beta-gal activity is correlated with NF-AT-binding activity, indicate that the concentration of NF-AT must exceed a critical threshold before transcription initiates. This threshold likely reflects the NF-AT concentration-dependent assembly of transcription complexes at the promoter. Similar constructs controlled by NF-kappa B or the entire interleukin-2 enhancer show bimodal expression patterns during induction, suggesting that thresholds set by the concentration of transcription factors may be a common property of inducible genes.",1990
s42442,development of a stable leishmania expression vector and application to the study of parasite surface antigen genes.,"development of a stable leishmania expression vector and application to the study of parasite surface antigen genes.. Trypanosomatid protozoan parasites cause several important tropical diseases and have been a fertile ground for the discovery of molecular paradigms such as trans-splicing and RNA editing. Transfection-based methods for the study of these organisms have recently been developed, and we have now designed an expression vector, pX, which contains only 2.3 kilobases of Leishmania DNA and can be stably transfected with high efficiency. Genes encoding Escherichia coli beta-galactosidase or a Leishmania amazonensis protective membrane glycoprotein (GP46A/M-2) were inserted into the pX expression site and transfected into Leishmania major, where they directed the synthesis of high levels of mRNAs formed by 5' and 3' processing events occurring predominantly at the sites used by the normal transcripts. Colony assays and immunoblot analysis showed that both proteins were produced; enzymatically active beta-galactosidase comprised approximately 1% of total protein. Sizes of the GP46A protein synthesized in transfected L. major or L. amazonensis were similar and differed from the predominant L. amazonensis GP46, suggesting that the GP46A gene may encode a variant GP46 family member. Because these vectors function efficiently in pathogenic species of Leishmania, pX will facilitate the genetic analyses of parasite proteins crucial for infectivity as well as the identification of cis-acting elements mediating transcription and replication.",1990
s42744,class i-restricted processing and presentation of exogenous cell-associated antigen in vivo.,"class i-restricted processing and presentation of exogenous cell-associated antigen in vivo.. MHC class I-restricted T lymphocyte responses are usually directed to cellular antigenic components resulting from endogenous gene expression. Exogenous, non-replicating antigens, such as soluble proteins, usually fail to enter the class I pathway of antigen processing and presentation. Consistent with this notion, we have recently shown that soluble, exogenous proteins can be efficiently processed for class I presentation in vitro only if they are introduced directly into the target cell cytoplasm. In this report we extend this work to the in vivo situation by introducing soluble protein into the cytoplasm of mouse splenocytes via the osmotic lysis of pinosomes and then using these cells for in vivo immunization. Our results show that cytoplasmic loading of OVA and beta-GAL into H-2b and H-2d splenocytes respectively, resulted in effective in vivo immunogens for class I-restricted CTL. To our surprise, control spleen cell preparations simply incubated with the exogenous, native protein for 10 min at 37 degrees C in isotonic medium and then washed could also induce a comparable class I-restricted CTL response following intravenous injection. Experiments using (H-2b X H-2d)F1 mice showed that protein pulsed splenocytes from one parental strain could effectively """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""cross prime"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" T cells restricted to the MHC of the other parental strain. In all cases, target cell recognition by the effector CTL generated by immunization with spleen cell-associated antigen required the antigen to be present in the cell cytoplasm. Thus the CTL do not recognize target cells exposed to soluble, exogenous antigen. These results, reminiscent of analogous experiments with cross priming by minor histocompatibility antigens, argue that class I-restricted processing and presentation of exogenous antigen can occur in vivo following immunization with cell-associated antigen.",1990
s42770,"a method to generate antigen-specific suppressor t cells in vitro from peripheral blood t cells of honey bee venom-sensitive, allergic patients.","a method to generate antigen-specific suppressor t cells in vitro from peripheral blood t cells of honey bee venom-sensitive, allergic patients.. Peripheral blood mononuclear cells of patients allergic to honey bee venom were stimulated with denatured bee venom phospholipase A2, and the antigen-activated T cells were propagated for 4 days by human IL-2 in the presence or absence of recombinant human lipocortin I. Upon antigenic stimulation with the denatured phospholipase A2 and autologous monocytes or by cross-linking of CD3 by anti-CD3 antibody, the activated T cells, which had propagated by IL-2 alone, formed N-glycosylated IgE-binding factors and glycosylation enhancing factor (GEF), while those propagated in the presence of lipocortin formed unglycosylated IgE-binding factors and glycosylation inhibiting factor (GIF). The GEF and GIF formed by the antigen- or anti-CD3-stimulated T cells had affinity for bee venom phospholipase A2 and could be purified by using anti-lipomodulin Sepharose. In the mouse lymphocyte system, the major cell source of GIF is antigen-specific suppressor T cells, and the antigen-binding GIF from the cells suppressed the in vivo antibody response in an antigen (carrier)-specific manner. In view of the findings in the mouse system, the present results may provide an immunological maneuver to generate allergen-specific suppressor T cells, and to obtain allergen-specific suppressor factor from T cell populations in the peripheral blood of allergic patients.",1990
